,#START#,O,I-neutral,B-neutral,B-positive,I-positive,B-negative,I-negative,#STOP#
Office,0,0.0,0.0010476323508869954,0.0,0.0,0.0,0.0,0.0,0
Quay,0,0.0,0.000907948037435396,0.0,0.0,0.001519756838905775,0.0,0.0,0
name,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
walk,0,0.00015743073047858942,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
Chinatown,0,0.0,6.98421567257997e-05,0.0010532285505954792,0.0005293806246691371,0.0,0.0,0.0,0
nex,0,1.12450521770421e-05,0.0,0.0011342461314105161,0.0,0.0,0.0,0.0,0
Cathay,0,0.0,0.0004888950970805978,0.0006481406465202949,0.0,0.0,0.0,0.0,0
wearing,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
Queen,0,1.12450521770421e-05,0.0,0.0008911933889654055,0.0015881418740074113,0.0,0.0,0.0,0
#POR,0,8.99604174163368e-05,0.0,0.0002430527424451106,0.0021175224986765486,0.0,0.0,0.0,0
Corner,0,0.0,0.0009777901941611957,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Engineering,0,3.3735156531126305e-05,0.0007682637239837967,0.0,0.0,0.0,0.0,0.004273504273504274,0
@Cineleisure,0,2.24901043540842e-05,0.0,0.0010532285505954792,0.0,0.0,0.0,0.0,0
Department,0,1.12450521770421e-05,0.00020952647017739908,0.0008911933889654055,0.0,0.0,0.0,0.0,0
“,0,0.00015743073047858942,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
funny,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
G,0,6.747031306225261e-05,0.0001396843134515994,0.00032407032326014747,0.0,0.0022796352583586625,0.0,0.0,0
@ltasg,0,8.99604174163368e-05,0.0001396843134515994,0.00040508790407518434,0.0,0.0,0.0,0.0,0
try,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
sweet,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
SGT,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
hard,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
Fire,0,1.12450521770421e-05,0.000907948037435396,0.0,0.0,0.0,0.0,0.004273504273504274,0
Don't,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
Noodle,0,1.12450521770421e-05,0.0009777901941611957,0.0,0.0,0.0,0.0,0.0,0
mom,0,0.00010120546959337892,0.0,0.0002430527424451106,0.0,0.0,0.003527336860670194,0.004273504273504274,0
Nice,0,0.00011245052177042101,6.98421567257997e-05,0.00016203516163007373,0.0,0.0,0.003527336860670194,0.0,0
KFC,0,0.0,0.0,0.001215263712225553,0.0,0.0,0.0,0.0,0
Café,0,0.0,0.000907948037435396,0.00016203516163007373,0.0,0.0,0.0,0.0,0
boys,0,0.00011245052177042101,0.0001396843134515994,8.101758081503687e-05,0.0005293806246691371,0.0,0.001763668430335097,0.0,0
Is,0,0.00013494062612450522,0.00020952647017739908,0.0,0.0,0.0,0.0,0.0,0
may,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
Northpoint,0,0.0,6.98421567257997e-05,0.0011342461314105161,0.0,0.0,0.0,0.0,0
twitter,0,4.49802087081684e-05,6.98421567257997e-05,0.0005671230657052581,0.0005293806246691371,0.0,0.003527336860670194,0.0,0
Holiday,0,3.3735156531126305e-05,0.0,0.0009722109697804424,0.0,0.0,0.0,0.0,0
Eiffel,0,0.0,0.0001396843134515994,0.0008101758081503687,0.0015881418740074113,0.0,0.0,0.0,0
knows,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
#SIWW2016,0,0.00010120546959337892,0.0,0.00040508790407518434,0.0005293806246691371,0.0,0.0,0.0,0
R,0,0.00012369557394746312,0.00020952647017739908,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
HarbourFront,0,1.12450521770421e-05,0.0,0.0009722109697804424,0.0010587612493382743,0.0,0.0,0.0,0
McCafe,0,2.24901043540842e-05,0.0006984215672579969,0.0002430527424451106,0.0,0.0,0.0,0.0,0
believe,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
breakfast,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
Curry,0,0.0,0.0010476323508869954,0.0,0.0,0.0,0.0,0.0,0
month,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
comes,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
HAPPY,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
cos,0,0.00016867578265563151,0.0,0.0,0.0,0.0,0.0,0.0,0
IT,0,8.99604174163368e-05,0.0001396843134515994,0.00040508790407518434,0.0,0.0,0.0,0.0,0
store,0,0.00013494062612450522,0.0001396843134515994,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
Serangoon,0,1.12450521770421e-05,0.0001396843134515994,0.0008101758081503687,0.0,0.0007598784194528875,0.0,0.0,0
#Euro2016,0,4.49802087081684e-05,0.0,0.0006481406465202949,0.0010587612493382743,0.0,0.0,0.0,0
Johnson,0,0.0,0.0007682637239837967,0.0,0.0,0.0007598784194528875,0.0,0.008547008547008548,0
UK,0,0.0,6.98421567257997e-05,0.0008101758081503687,0.0015881418740074113,0.0,0.0,0.0,0
Complex,0,0.0,0.0009777901941611957,0.0,0.0,0.0,0.0,0.0,0
using,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
Well,0,0.00013494062612450522,0.0001396843134515994,0.0,0.0,0.0,0.0,0.0,0
Muhammad,0,1.12450521770421e-05,0.0001396843134515994,0.00032407032326014747,0.0015881418740074113,0.00303951367781155,0.0,0.0,0
Chefs,0,0.0,0.000907948037435396,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Ang,0,2.24901043540842e-05,0.0002793686269031988,0.0006481406465202949,0.0,0.0,0.0,0.0,0
Come,0,0.00014618567830154732,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
ago,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
tell,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
Bishan,0,0.0,0.00020952647017739908,0.0008101758081503687,0.0,0.0,0.001763668430335097,0.0,0
Rivervale,0,2.24901043540842e-05,0.00020952647017739908,0.0007291582273353318,0.0,0.0,0.0,0.0,0
cannot,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
fking,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
Do,0,0.00014618567830154732,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
nothing,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
IM,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
kind,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
yes,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
sorry,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
:/,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
concert,0,0.00012369557394746312,0.0001396843134515994,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Team,0,1.12450521770421e-05,0.00041905294035479815,0.00040508790407518434,0.0,0.0007598784194528875,0.001763668430335097,0.0,0
Yew,0,0.0,0.00020952647017739908,0.0008911933889654055,0.0,0.0,0.0,0.0,0
Some,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
@Tampines1,0,2.24901043540842e-05,0.0,0.0009722109697804424,0.0,0.0,0.0,0.0,0
Geylang,0,0.0,0.0001396843134515994,0.0009722109697804424,0.0,0.0,0.0,0.0,0
both,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
Standard,0,0.0,0.0,0.0009722109697804424,0.0010587612493382743,0.0,0.0,0.0,0
event,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
Art,0,2.24901043540842e-05,0.0005587372538063976,0.0002430527424451106,0.0,0.0007598784194528875,0.0,0.0,0
Chartered,0,0.0,0.0008381058807095963,0.0,0.0,0.001519756838905775,0.0,0.0,0
Expo,0,2.24901043540842e-05,0.0004888950970805978,0.0002430527424451106,0.0,0.001519756838905775,0.0,0.0,0
alr,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
he's,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
amp,0,1.12450521770421e-05,0.0005587372538063976,0.00016203516163007373,0.0,0.0022796352583586625,0.0,0.0,0
Paris,0,0.0,0.0,0.0004861054848902212,0.0031762837480148226,0.0,0.003527336860670194,0.0,0
Residence,0,0.0,0.0009777901941611957,0.0,0.0,0.0,0.0,0.0,0
Stadium,0,1.12450521770421e-05,0.0007682637239837967,8.101758081503687e-05,0.0,0.0007598784194528875,0.0,0.0,0
Green,0,2.24901043540842e-05,0.0006285794105321972,0.0002430527424451106,0.0,0.0,0.0,0.0,0
news,0,0.00013494062612450522,6.98421567257997e-05,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
wonder,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
point,0,0.00014618567830154732,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
Universiti,0,0.0,0.0009777901941611957,0.0,0.0,0.0,0.0,0.0,0
Sunday,0,0.00014618567830154732,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
remember,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
late,0,0.00014618567830154732,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
wtf,0,0.00015743073047858942,0.0,0.0,0.0,0.0,0.0,0.0,0
lah,0,0.00014618567830154732,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
M,0,6.747031306225261e-05,0.0004888950970805978,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Puteri,0,0.0,0.00034921078362899847,0.0006481406465202949,0.0,0.0,0.001763668430335097,0.0,0
Lee,0,1.12450521770421e-05,0.00020952647017739908,0.00040508790407518434,0.0015881418740074113,0.001519756838905775,0.0,0.0,0
B,0,4.49802087081684e-05,0.0005587372538063976,0.00016203516163007373,0.0,0.0,0.0,0.0,0
Hahaha,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
level,0,0.00011245052177042101,0.0001396843134515994,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
That,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
cool,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
seen,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
head,0,0.00012369557394746312,6.98421567257997e-05,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
_,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Ngee,0,2.24901043540842e-05,6.98421567257997e-05,0.0007291582273353318,0.0005293806246691371,0.0,0.0,0.0,0
Group,0,5.622526088521051e-05,0.0002793686269031988,8.101758081503687e-05,0.0,0.0022796352583586625,0.0,0.0,0
click,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
ON,0,0.00013494062612450522,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
Eighteen,0,0.0,0.0,0.0010532285505954792,0.0,0.0,0.0,0.0,0
Kitchen,0,0.0,0.0007682637239837967,0.0,0.0,0.0007598784194528875,0.0,0.004273504273504274,0
Ave,0,5.622526088521051e-05,0.0005587372538063976,0.0,0.0,0.0,0.0,0.0,0
phone,0,0.00010120546959337892,0.0,0.00016203516163007373,0.0,0.0,0.003527336860670194,0.0,0
@republicpoly,0,0.00012369557394746312,6.98421567257997e-05,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
Tanglin,0,1.12450521770421e-05,0.0,0.0008101758081503687,0.0,0.0,0.003527336860670194,0.0,0
send,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Pizza,0,0.0,0.0004888950970805978,0.00032407032326014747,0.0010587612493382743,0.0,0.0,0.0,0
af,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Kio,0,0.0,0.000907948037435396,0.0,0.0,0.0,0.0,0.0,0
run,0,0.00013494062612450522,0.0,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Academy,0,1.12450521770421e-05,0.0008381058807095963,0.0,0.0,0.0,0.0,0.0,0
Please,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Ann,0,1.12450521770421e-05,0.0006984215672579969,8.101758081503687e-05,0.0,0.0007598784194528875,0.0,0.0,0
PM,0,0.00010120546959337892,0.0,0.00016203516163007373,0.0,0.0,0.001763668430335097,0.004273504273504274,0
brother,0,0.00012369557394746312,0.0,8.101758081503687e-05,0.0,0.0,0.001763668430335097,0.0,0
Had,0,0.00013494062612450522,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
IN,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0,0.00012369557394746312,0.0001396843134515994,0.0,0.0,0.0,0.0,0.0,0
@CathayCineplex,0,4.49802087081684e-05,0.0,0.0007291582273353318,0.0,0.0,0.0,0.0,0
weeks,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
boy,0,0.00011245052177042101,6.98421567257997e-05,0.0,0.0,0.001519756838905775,0.0,0.0,0
1st,0,0.00013494062612450522,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
Dhoby,0,0.0,6.98421567257997e-05,0.0009722109697804424,0.0,0.0,0.0,0.0,0
vs,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
^,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Today,0,0.00012369557394746312,0.0,0.00016203516163007373,0.0,0.0,0.0,0.0,0
does,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
once,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
crib,0,3.3735156531126305e-05,0.0006984215672579969,0.0,0.0,0.0,0.0,0.0,0
16,0,6.747031306225261e-05,0.00034921078362899847,0.0,0.0,0.001519756838905775,0.0,0.0,0
business,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Fish,0,0.0,0.00034921078362899847,0.0005671230657052581,0.0,0.0007598784194528875,0.0,0.0,0
Treasure,0,0.0,0.0001396843134515994,0.0008101758081503687,0.0005293806246691371,0.0,0.0,0.0,0
Active,0,3.3735156531126305e-05,0.0,0.0008101758081503687,0.0,0.0,0.0,0.0,0
through,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
until,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Tee,0,1.12450521770421e-05,0.0008381058807095963,0.0,0.0,0.0,0.0,0.0,0
Hypermarket,0,1.12450521770421e-05,0.0008381058807095963,0.0,0.0,0.0,0.0,0.0,0
awesome,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
isn't,0,0.00014618567830154732,0.0,0.0,0.0,0.0,0.0,0.0,0
Paragon,0,0.0,0.0006285794105321972,0.00032407032326014747,0.0,0.0,0.0,0.0,0
Wilkie,0,4.49802087081684e-05,0.0006285794105321972,0.0,0.0,0.0,0.0,0.0,0
SP,0,0.0,0.0005587372538063976,0.0002430527424451106,0.0005293806246691371,0.0,0.0,0.0,0
Top,0,7.871536523929471e-05,0.00020952647017739908,0.00016203516163007373,0.0,0.0,0.0,0.0,0
Country,0,2.24901043540842e-05,0.0006984215672579969,0.0,0.0,0.0,0.0,0.0,0
without,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Buffet,0,0.0,0.00041905294035479815,0.0004861054848902212,0.0,0.0,0.0,0.0,0
Done,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
number,0,0.00012369557394746312,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
times,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Project,0,3.3735156531126305e-05,0.00041905294035479815,8.101758081503687e-05,0.0005293806246691371,0.0007598784194528875,0.0,0.0,0
VivoCity,0,0.0,0.0,0.0008911933889654055,0.0005293806246691371,0.0,0.0,0.0,0
Training,0,4.49802087081684e-05,0.0005587372538063976,0.0,0.0,0.0,0.0,0.0,0
own,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Get,0,0.00012369557394746312,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
called,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
raya,0,0.00011245052177042101,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.004273504273504274,0
Hey,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
favourite,0,0.00012369557394746312,0.0,0.0,0.0,0.0007598784194528875,0.0,0.0,0
OF,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
AND,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
journey,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
small,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
fan,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
true,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
maybe,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
hours,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Trend,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Time,0,0.00012369557394746312,0.0,0.0,0.0,0.0007598784194528875,0.0,0.0,0
rest,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
tea,0,8.99604174163368e-05,6.98421567257997e-05,0.0,0.0,0.0022796352583586625,0.0,0.0,0
CANT,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Looking,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
weather,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Im,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
story,0,0.00011245052177042101,0.0,8.101758081503687e-05,0.0,0.0007598784194528875,0.0,0.0,0
Music,0,2.24901043540842e-05,0.0005587372538063976,0.0,0.0,0.001519756838905775,0.0,0.0,0
custom,0,0.00012369557394746312,0.0,0.0,0.0005293806246691371,0.0,0.0,0.0,0
chicken,0,8.99604174163368e-05,0.0001396843134515994,0.0,0.0005293806246691371,0.0007598784194528875,0.0,0.0,0
Best,0,0.00012369557394746312,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
rain,0,0.00012369557394746312,0.0,0.0,0.0005293806246691371,0.0,0.0,0.0,0
perfect,0,0.00012369557394746312,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
visit,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
means,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
unlocked,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
@camerondallas,0,4.49802087081684e-05,0.0,0.00016203516163007373,0.0031762837480148226,0.0,0.0,0.0,0
bought,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
who's,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Co,0,2.24901043540842e-05,0.0006984215672579969,0.0,0.0,0.0,0.0,0.0,0
FOR,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
won,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Asia,0,2.24901043540842e-05,0.0004888950970805978,0.0002430527424451106,0.0,0.0,0.0,0.0,0
date,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Canteen,0,0.0,0.0006984215672579969,0.00016203516163007373,0.0,0.0,0.0,0.0,0
app,0,0.00012369557394746312,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
least,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Service,0,2.24901043540842e-05,0.0006285794105321972,0.0,0.0,0.0007598784194528875,0.0,0.0,0
ION,0,0.0,6.98421567257997e-05,0.0007291582273353318,0.0005293806246691371,0.0007598784194528875,0.0,0.0,0
Black,0,2.24901043540842e-05,0.00034921078362899847,0.00016203516163007373,0.0005293806246691371,0.0007598784194528875,0.0,0.004273504273504274,0
tired,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
@dorischx,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Party,0,5.622526088521051e-05,0.0001396843134515994,0.00040508790407518434,0.0,0.0,0.0,0.0,0
#FRA,0,4.49802087081684e-05,0.0,0.00016203516163007373,0.0031762837480148226,0.0,0.0,0.0,0
Welcome,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Seoul,0,0.0,0.0,0.0009722109697804424,0.0,0.0,0.0,0.0,0
#FINAL,0,0.00012369557394746312,0.0,0.0,0.0005293806246691371,0.0,0.0,0.0,0
meeting,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.001763668430335097,0.0,0
guess,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Breakfast,0,0.00010120546959337892,0.00020952647017739908,0.0,0.0,0.0,0.0,0.0,0
Cove,0,0.0,0.0006984215672579969,0.0,0.0,0.001519756838905775,0.0,0.0,0
Summit,0,1.12450521770421e-05,0.0006984215672579969,0.0,0.0,0.0007598784194528875,0.0,0.0,0
d,0,0.00012369557394746312,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
@Brndstr,0,0.00010120546959337892,0.0,0.00016203516163007373,0.0005293806246691371,0.0,0.0,0.0,0
Fitness,0,1.12450521770421e-05,0.0006285794105321972,0.00016203516163007373,0.0,0.0,0.0,0.0,0
found,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
interesting,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Wave,0,1.12450521770421e-05,0.0002793686269031988,0.0004861054848902212,0.0,0.0007598784194528875,0.0,0.0,0
#TeenChoice,0,4.49802087081684e-05,0.0,0.0005671230657052581,0.0005293806246691371,0.0,0.0,0.0,0
Boris,0,0.0,0.0,0.0007291582273353318,0.0005293806246691371,0.0,0.003527336860670194,0.0,0
Theatre,0,0.0,0.0007682637239837967,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Never,0,0.00012369557394746312,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
POKEMON,0,0.0,0.0,0.0006481406465202949,0.0021175224986765486,0.0,0.0,0.0,0
EW27,0,5.622526088521051e-05,0.0004888950970805978,0.0,0.0,0.0,0.0,0.0,0
KPJ,0,0.0,0.0,0.0008911933889654055,0.0005293806246691371,0.0,0.0,0.0,0
⚽,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
person,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.001763668430335097,0.0,0
cant,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
dead,0,0.00013494062612450522,0.0,0.0,0.0,0.0,0.0,0.0,0
Temasek,0,0.0,0.0001396843134515994,0.0007291582273353318,0.0005293806246691371,0.0,0.0,0.0,0
hell,0,0.00010120546959337892,0.0,0.00016203516163007373,0.0,0.0,0.001763668430335097,0.0,0
That's,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0,4.49802087081684e-05,0.0004888950970805978,0.0,0.0,0.0,0.0,0.0,0
Teck,0,0.0,0.00041905294035479815,0.00040508790407518434,0.0,0.0,0.0,0.0,0
bless,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
#Euro2016Final,0,0.00011245052177042101,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
bring,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Burger,0,0.0,0.00034921078362899847,0.0002430527424451106,0.0,0.0022796352583586625,0.0,0.0,0
inside,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Resorts,0,1.12450521770421e-05,0.00020952647017739908,0.0004861054848902212,0.0005293806246691371,0.0,0.0,0.0,0
Sengkang,0,1.12450521770421e-05,0.0001396843134515994,0.0006481406465202949,0.0,0.0,0.0,0.0,0
set,0,0.00011245052177042101,0.0,0.0,0.0,0.0007598784194528875,0.0,0.0,0
pay,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
follow,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
bus,0,8.99604174163368e-05,0.0,8.101758081503687e-05,0.0,0.0,0.001763668430335097,0.004273504273504274,0
#EURO2016,0,7.871536523929471e-05,0.0,0.0002430527424451106,0.0005293806246691371,0.0,0.0,0.0,0
X,0,6.747031306225261e-05,0.0001396843134515994,0.0,0.0,0.0022796352583586625,0.0,0.0,0
Kopitiam,0,0.0,6.98421567257997e-05,0.0007291582273353318,0.0,0.0,0.0,0.004273504273504274,0
W,0,4.49802087081684e-05,6.98421567257997e-05,0.0002430527424451106,0.0010587612493382743,0.0007598784194528875,0.0,0.0,0
Water,0,2.24901043540842e-05,0.0002793686269031988,0.00032407032326014747,0.0005293806246691371,0.0,0.0,0.0,0
Jennifer,0,2.24901043540842e-05,0.0,0.0007291582273353318,0.0,0.0,0.0,0.0,0
Read,0,0.00011245052177042101,0.0,8.101758081503687e-05,0.0,0.0,0.0,0.0,0
join,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
>,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Ice,0,4.49802087081684e-05,6.98421567257997e-05,0.00040508790407518434,0.0,0.0007598784194528875,0.0,0.0,0
kinda,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
drink,0,0.00011245052177042101,0.0,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Marine,0,0.0,0.00034921078362899847,0.00032407032326014747,0.0010587612493382743,0.0,0.0,0.0,0
Check,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Tiong,0,0.0,0.0001396843134515994,0.00032407032326014747,0.0021175224986765486,0.0,0.001763668430335097,0.0,0
Big,0,1.12450521770421e-05,0.0001396843134515994,0.0005671230657052581,0.0005293806246691371,0.0,0.0,0.0,0
#Engineering,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Mo,0,0.0,0.0007682637239837967,0.0,0.0,0.0,0.0,0.0,0
Kong,0,0.0,0.0004888950970805978,8.101758081503687e-05,0.0,0.0022796352583586625,0.0,0.0,0
waiting,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
cafe,0,3.3735156531126305e-05,0.0004888950970805978,0.0,0.0,0.0007598784194528875,0.0,0.0,0
Batok,0,0.0,0.0007682637239837967,0.0,0.0,0.0,0.0,0.0,0
memories,0,0.00011245052177042101,6.98421567257997e-05,0.0,0.0,0.0,0.0,0.0,0
Photography,0,1.12450521770421e-05,0.0005587372538063976,0.0,0.0,0.001519756838905775,0.0,0.0,0
leave,0,0.00012369557394746312,0.0,0.0,0.0,0.0,0.0,0.0,0
Heng,0,0.0,0.0007682637239837967,0.0,0.0,0.0,0.0,0.0,0
