,#START#,O,I-neutral,B-neutral,I-positive,B-positive,B-negative,I-negative,#STOP#
林木,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
➕,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
顾先生,0,0.0,0.0,0.001052262364082778,0.0,0.0009149130832570906,0.0,0.0,0
诗,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
基础,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
首播,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
一块,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
般的,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
池昌旭,0,0.0,0.0003151591553734636,0.0007015082427218519,0.0,0.0009149130832570906,0.0,0.0,0
回归,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
领卷,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
性感,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
传媒,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
http://t.cn/R71JPCB,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
按照,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
时尚,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
绑架,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
风车,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
上班,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
细节,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
考试,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
尼玛,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
勒,0,0.0,0.0003151591553734636,0.00035075412136092597,0.0008032128514056225,0.0009149130832570906,0.0,0.0,0
真实,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
往前走,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
显得,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
好比,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
切尔西,0,1.439366678661389e-05,0.0,0.00035075412136092597,0.0,0.0018298261665141812,0.0,0.0,0
保暖,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
福克斯,0,0.0,0.0003151591553734636,0.001052262364082778,0.0,0.0,0.0,0.0,0
52,0,4.318100035984167e-05,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0
低,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
亿,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
境内,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
哇,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
づ,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
关心,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
报警,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
撒上,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
配,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
牙膏,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
团委,0,1.439366678661389e-05,0.0006303183107469272,0.0,0.0008032128514056225,0.0,0.0,0.0,0
画作,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
电台,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
钻,0,2.878733357322778e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0,0.0,0.0,0
樱,0,2.878733357322778e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0,0.0,0.0,0
What,0,2.878733357322778e-05,0.0,0.0,0.0,0.0018298261665141812,0.0,0.0,0
喊,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
称赞,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
毛衣,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
刘雨霖,0,0.0,0.0,0.00035075412136092597,0.0,0.0027447392497712718,0.0,0.0,0
千万,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
假,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
委屈,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
整合,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
清,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
多米,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
居然,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
过度,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
好不容易,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
共享,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
喂,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
Bob,0,0.0,0.0,0.0007015082427218519,0.0,0.0018298261665141812,0.0,0.0,0
打电话,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
带给,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
尽量,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
din,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
参加者,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
掌握,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
Rq8QRt7,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
车展,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
小视频,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
看过,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
衰老,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
kkw,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
一只,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
icon,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
优酷,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
泡,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
发了,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
城乡,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
互相,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
悬崖,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
十六岁,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
弹跳,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
往,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
靳东,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
本书,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
魔法,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
品级,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
声,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
这座,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
豆瓣,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
乘用车,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
和谐,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
电池,0,0.0,0.0006303183107469272,0.0007015082427218519,0.0,0.0,0.0,0.0,0
油锅,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
玻璃,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
伊斯,0,0.0,0.0006303183107469272,0.0007015082427218519,0.0,0.0,0.0,0.0,0
保罗,0,0.0,0.0,0.001052262364082778,0.0008032128514056225,0.0,0.0,0.0,0
情形,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
生,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
常常,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
课,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
R2IG38C,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
乳房,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
RVtuyRE,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
轻度,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
来临,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
危机,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
爱心,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
姿态,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
之谜,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
要求,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
占,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
含,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
主要,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
人大常委会,0,1.439366678661389e-05,0.0006303183107469272,0.00035075412136092597,0.0,0.0,0.0,0.0,0
顺,0,4.318100035984167e-05,0.0,0.0,0.0,0.0,0.004016064257028112,0.0,0
新能源,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
任,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
训练,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
TV,0,2.878733357322778e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0,0.0,0.0,0
前任,0,2.878733357322778e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0,0.0,0.0,0
很快,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
蓝,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
好多,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
歌手,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
学姐,0,4.318100035984167e-05,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0
创新,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
P,0,1.439366678661389e-05,0.0003151591553734636,0.00035075412136092597,0.0008032128514056225,0.0,0.0,0.0,0
土耳其,0,1.439366678661389e-05,0.0,0.001052262364082778,0.0,0.0,0.0,0.0,0
床上,0,4.318100035984167e-05,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0
茶匙,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
报名,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
熊猫,0,4.318100035984167e-05,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0
建成,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
初恋,0,1.439366678661389e-05,0.0,0.0,0.0008032128514056225,0.0,0.004016064257028112,0.007936507936507936,0
出行,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
合作,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
法律,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
变化,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
芒果,0,0.0,0.0,0.00035075412136092597,0.0,0.0,0.012048192771084338,0.0,0
火爆,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
损失,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
四级,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
制定,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
兄弟,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
互动,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
懒得,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
进军,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
招,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
使人,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
谷歌,0,2.878733357322778e-05,0.0,0.0007015082427218519,0.0,0.0,0.0,0.0,0
平均,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
离,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
西安,0,0.0,0.0,0.0014030164854437039,0.0,0.0,0.0,0.0,0
跪,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
搬,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
情侣,0,2.878733357322778e-05,0.0,0.0,0.0,0.0009149130832570906,0.004016064257028112,0.0,0
慢慢,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
置身,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
赏,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
解读,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
男士,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
深深,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
热,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
教育部,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
一篇,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
♫,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
补充,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
反响,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
言,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
加速,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
完善,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
久,0,4.318100035984167e-05,0.0,0.0,0.0,0.0009149130832570906,0.0,0.0,0
圈,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
感情,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
柳汽,0,0.0,0.0012606366214938543,0.0,0.0,0.0,0.0,0.0,0
众多,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
蓝鸟,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
作,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
舞台,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
流畅,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
最终,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
不得不,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
青椒,0,0.0,0.0,0.001052262364082778,0.0008032128514056225,0.0,0.0,0.0,0
属,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
58,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
老子,0,2.878733357322778e-05,0.0,0.0007015082427218519,0.0,0.0,0.0,0.0,0
神女,0,2.878733357322778e-05,0.0,0.0007015082427218519,0.0,0.0,0.0,0.0,0
摆上,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
天才,0,4.318100035984167e-05,0.0,0.00035075412136092597,0.0,0.0,0.0,0.0,0
同一,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
洛杉矶,0,1.439366678661389e-05,0.0,0.001052262364082778,0.0,0.0,0.0,0.0,0
冰糖,0,1.439366678661389e-05,0.0,0.0007015082427218519,0.0,0.0009149130832570906,0.0,0.0,0
做个,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
多月,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
插座,0,2.878733357322778e-05,0.0003151591553734636,0.0,0.0,0.0009149130832570906,0.0,0.0,0
风险,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
只会,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
绝,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
追剧,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
110,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
拌,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
不够,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
人物,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
电动,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
透明,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
升级版,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
杨紫,0,0.0,0.0,0.00035075412136092597,0.001606425702811245,0.0009149130832570906,0.0,0.0,0
瑶瑶,0,0.0,0.0,0.0,0.0,0.0027447392497712718,0.004016064257028112,0.0,0
大海,0,4.318100035984167e-05,0.0,0.00035075412136092597,0.0,0.0,0.0,0.0,0
丝瓜,0,0.0,0.0006303183107469272,0.0007015082427218519,0.0,0.0,0.0,0.0,0
n,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
基本,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
上映,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
蜂蜜,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
汤,0,2.878733357322778e-05,0.0,0.00035075412136092597,0.0008032128514056225,0.0,0.0,0.0,0
焖,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
天上掉,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
透露,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
韬,0,1.439366678661389e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0009149130832570906,0.0,0.0,0
酸辣汤,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
衬衫,0,4.318100035984167e-05,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0
≤,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
春天,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
没来,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
梵,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
之中,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
东北,0,4.318100035984167e-05,0.0,0.00035075412136092597,0.0,0.0,0.0,0.0,0
到手,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
直播间,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
呼吸,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
块,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
辰,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
眼镜,0,1.439366678661389e-05,0.0003151591553734636,0.0007015082427218519,0.0,0.0,0.0,0.0,0
优质,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
那种,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
阿斯顿,0,0.0,0.0,0.0014030164854437039,0.0,0.0,0.0,0.0,0
营销,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
意思,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
形容,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
春,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
俱乐部,0,0.0,0.0012606366214938543,0.0,0.0,0.0,0.0,0.0,0
篇,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
恐惧,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
月份,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
帅气,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
疾病,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
帝,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
个性,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
生物,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
粗,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
狂,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
切片,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
李宇春,0,0.0,0.0,0.00035075412136092597,0.0,0.0027447392497712718,0.0,0.0,0
打卡,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
庄,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
剧情,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
宽松,0,1.439366678661389e-05,0.0009454774661203908,0.0,0.0,0.0,0.0,0.0,0
m,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
群,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
博士,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
长大,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
温度,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
从未,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
酱汁,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
寂寞,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
陪伴,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
温,0,1.439366678661389e-05,0.0,0.001052262364082778,0.0,0.0,0.0,0.0,0
机械,0,1.439366678661389e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0009149130832570906,0.0,0.0,0
中间,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
女款,0,2.878733357322778e-05,0.0006303183107469272,0.0,0.0,0.0,0.0,0.0,0
前方,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
瞬间,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
消费者,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
块钱,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
混,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
这天,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
21,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
在家,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
老人,0,1.439366678661389e-05,0.0003151591553734636,0.0,0.0008032128514056225,0.0,0.0,0.007936507936507936,0
变速箱,0,4.318100035984167e-05,0.0003151591553734636,0.0,0.0,0.0,0.0,0.0,0
36,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
阿弗尔,0,0.0,0.0006303183107469272,0.0,0.001606425702811245,0.0,0.0,0.0,0
三文鱼,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
爆,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
极,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
话题,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
北,0,2.878733357322778e-05,0.0003151591553734636,0.00035075412136092597,0.0,0.0,0.0,0.0,0
海拔,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
优势,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
恢复,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
干嘛,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
诈骗,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
心动,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
画,0,4.318100035984167e-05,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0
南,0,2.878733357322778e-05,0.0,0.0007015082427218519,0.0,0.0,0.0,0.0,0
足以,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
嘴唇,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
招股书,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
Lost,0,0.0,0.0,0.0014030164854437039,0.0,0.0,0.0,0.0,0
超清,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
经过,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
旻,0,0.0,0.0,0.0,0.001606425702811245,0.0018298261665141812,0.0,0.0,0
惊讶,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
美的,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
关爱,0,5.757466714645556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0
